2020-09-13 15:10:19,2020-09-13 15:24:12,IP Address,172.245.110.126,100,832,TRUE,2020-09-13 15:24:12,R_2uvKLPhRS8SOhvW,,,,,37.75100708,-97.8219986,anonymous,EN,G29OL6,G29OL6,1.5,,,4,4,4,12,PC,,,4,4,4,4,16,,,,,4,4,4,4,4,4,4,4,4,4,40,,,,,Female,30,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Central America,,,,,95729
2020-09-13 17:42:07,2020-09-13 18:11:56,IP Address,122.174.144.137,100,1788,TRUE,2020-09-13 18:11:56,R_1qaJbxN6v2T3PrC,,,,,9.93989563,76.26019287,anonymous,EN,2UXNO7,2UXNO7,2.5,,,4,3,4,11,PC,,,4,3,4,3,14,,,,,4,3,4,3,4,3,4,4,3,4,36,,,,,Female,21,Bachelor's degree,"Scientist (e.g., researcher, professor)",,North America,,,,,28464
2020-09-13 21:29:33,2020-09-13 21:35:34,IP Address,157.50.88.37,100,360,TRUE,2020-09-13 21:35:34,R_2CEy0BPWl9meZAR,,,,,13.08779907,80.27850342,anonymous,EN,DUT1OD,DUT1OD,2.5,,,3,4,4,11,PC,,,3,2,4,4,13,,,,,4,3,3,4,4,3,3,3,4,4,35,,,,,Female,28,Bachelor's degree,"Engineer in other fields (e.g., civil engineer, bio-engineer)",,Asia,,,,,73465
2020-09-13 21:39:53,2020-09-13 21:44:32,IP Address,122.164.83.175,100,279,TRUE,2020-09-13 21:44:32,R_2WIObzeGejBRWom,,,,,13.08779907,80.27850342,anonymous,EN,NQEGEN,NQEGEN,2.5,,,4,3,4,11,PC,,,3,4,3,4,14,,,,,4,3,2,3,4,3,2,3,3,4,31,,,,,Female,30,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,Asia,,,,,74773
2020-09-13 18:21:42,2020-09-13 18:40:04,IP Address,171.61.252.168,100,1102,TRUE,2020-09-13 18:40:05,R_ctZCRCvinB1ss6Z,,,,,13.08779907,80.27850342,anonymous,EN,SPGS0T,SPGS0T,2.5,,,4,3,4,11,PC,,,4,3,4,3,14,,,,,4,3,4,3,4,3,4,3,4,3,35,,,,,Female,27,Graduate degree,"Art, writing, or journalism (e.g., author, reporter, sculptor)",,North America,,,,,33702
2020-09-13 13:27:57,2020-09-13 13:39:20,IP Address,69.181.57.161,100,682,TRUE,2020-09-13 13:39:20,R_1I9FOHEBTJS9Uyl,,,,,37.72009277,-122.4413986,anonymous,EN,4U0PYQ,4U0PYQ,3.5,,,3,4,2,9,PC,,,3,4,2,3,12,,,,,1,2,3,3,2,3,1,2,3,3,23,,,,,Female,36,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,South America,,,,,98808
2020-09-13 23:11:11,2020-09-13 23:31:09,IP Address,184.170.167.172,100,1198,TRUE,2020-09-13 23:31:10,R_3Mol3hWjC2Q65Bv,,,,,39.97439575,-86.082901,anonymous,EN,38M88K,38M88K,5.5,,,4,3,3,10,PC,,,4,3,4,4,15,,,,,4,3,4,4,4,2,4,2,3,4,34,,,,,Female,40,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,North America,,,,,79256
2020-09-13 21:30:34,2020-09-13 21:37:39,IP Address,122.174.232.161,100,424,TRUE,2020-09-13 21:37:39,R_1LOse43WEPVgWFo,,,,,13.08779907,80.27850342,anonymous,EN,EMF1F9,EMF1F9,5.5,,,4,3,3,10,PC,,,4,3,4,3,14,,,,,4,3,2,3,4,3,2,3,4,3,31,,,,,Female,29,Bachelor's degree,"Business, management, or financial (e.g., manager, accountant, banker)",,Asia,,,,,21651
2020-09-13 13:10:36,2020-09-13 13:19:24,IP Address,73.66.125.222,100,528,TRUE,2020-09-13 13:19:25,R_2wuXXocSNrDZSZB,,,,,39.72720337,-121.8128967,anonymous,EN,TLD4W1,TLD4W1,5.5,,,3,4,3,10,PC,,,4,3,3,4,14,,,,,3,1,2,3,2,3,2,4,3,2,25,,,,,Female,26,Bachelor's degree,"Service (e.g., retail clerks, server)",,Central America,,,,,44765
2020-09-13 16:42:43,2020-09-13 16:53:13,IP Address,199.1.131.92,100,629,TRUE,2020-09-13 16:53:13,R_2SrDBog30S1Cb0k,,,,,38.22810364,-84.86969757,anonymous,EN,2ZJMFN,2ZJMFN,6.5,,,4,4,4,12,PC,,,3,4,4,4,15,,,,,3,0,4,0,3,0,4,0,3,0,17,,,,,Female,37,Bachelor's degree,"Administrative support (e.g., secretary, assistant)",,North America,,,,,79764
2020-09-13 19:42:18,2020-09-13 19:59:49,IP Address,38.68.36.33,100,1050,TRUE,2020-09-13 19:59:49,R_2SqMDiF6E9DIJSw,,,,,37.75100708,-97.8219986,anonymous,EN,PAN0K6,PAN0K6,6.5,,,3,4,3,10,PC,,,3,3,3,3,12,,,,,4,3,2,3,3,4,3,3,3,4,32,,,,,Female,26,Bachelor's degree,"Computer engineer or IT professional (e.g., systems administrator, programmer, IT consultant)",,Asia,,,,,58188
,,,,,,,,,,,,,,,,,,,,,,3.636363636,3.545454545,3.454545455,10.63636364,,,,3.545454545,3.272727273,3.545454545,3.545454545,13.90909091,,,,,3.545454545,2.545454545,3.090909091,3,3.454545455,2.818181818,3,2.818181818,3.363636364,3.181818182,30.81818182,,,,,,30,,,,,,,,,
